name,SOURCE_ID,ra,dec,pm,phot_g_mean_mag,match
OGLE2004BLG002,4056521024026291072,269.12901498806264,-29.430220844256027,8.265807,18.25187,60
OGLE2004BLG003,4056526860908818432,269.0439717100893,-29.262947003110167,1.448064,19.04556,68
OGLE2004BLG004,4056515934520352640,269.01390628546403,-29.449000251590537,8.836001,18.182503,64
OGLE2004BLG006,4062529133434091520,269.3627133583891,-29.22032705507846,3.1060894,17.756174,60
OGLE2004BLG007,4056210304621322880,269.3702855780206,-30.305192349467546,5.767481,17.552067,62
OGLE2004BLG008,4040201621512931072,267.6289887719032,-36.33868583794304,5.2905726,19.766312,46
OGLE2004BLG009,4056412545966696320,267.47361683522087,-30.11151438900122,6.9049277,17.861115,48
OGLE2004BLG010,4050413782367264640,271.14070252810154,-28.912713492277526,,18.808979,65
OGLE2004BLG011,4041520176494028672,266.71476613642744,-34.76270836357398,10.034095,19.709774,70
OGLE2004BLG013,4042498879198153984,269.3914460313978,-33.4218749718024,,20.244255,64
OGLE2004BLG015,4043237304508308608,268.47700666169476,-33.048449774159515,9.263477,19.678701,75
OGLE2004BLG017,4043534756665097984,268.44947430345326,-32.59879493450141,,19.963493,66
OGLE2004BLG018,4043654367171786752,268.5235035231224,-31.765387193310026,4.073077,17.755938,66
OGLE2004BLG019,4055634985120344704,268.031014443863,-31.939353702409818,8.704108,19.871735,42
OGLE2004BLG021,4043966658545030912,269.4453198424659,-31.701196600528778,5.423001,18.781754,53
OGLE2004BLG023,4043777130320695808,270.0031158984357,-31.94349502455677,5.735596,18.207449,58
OGLE2004BLG025,4044080908968384768,269.1502919700486,-30.99949751915789,4.043001,18.569555,75
OGLE2004BLG026,4056256793469431936,269.6451833830128,-29.976380082047754,2.8765695,18.548857,46
OGLE2004BLG027,4056237723797782528,269.71450627670674,-30.08592858955765,3.4620876,18.076626,84
OGLE2004BLG028,4056396469981711232,268.02788394705266,-29.92116725771696,,20.4917,63
OGLE2004BLG029,4062347336144829056,269.69154097934137,-29.128731071198846,4.792206,16.799955,62
OGLE2004BLG030,4050872214241064448,272.64305284455384,-28.21045485626127,6.54025,19.062086,63
OGLE2004BLG031,4050937291662124544,272.36666118104654,-28.023570004805748,,19.534048,59
OGLE2004BLG033,4068128701353849984,266.3914659881593,-24.445477888417766,5.891368,18.008532,47
OGLE2004BLG034,4056442988737851136,267.85737745587454,-29.897417720801762,,20.648243,49
OGLE2004BLG035,4040284295308550400,267.18008564198357,-35.96263179808465,6.838895,17.957462,60
OGLE2004BLG036,4043345193859449984,268.91027205229665,-32.72950265694191,6.649103,17.408894,72
OGLE2004BLG037,4044018408632139904,269.4931586522444,-31.212527966981256,,20.40779,73
OGLE2004BLG038,4055979097886645888,267.6253706368391,-30.512169565750167,7.5759916,18.978737,59
OGLE2004BLG039,4056086609655481088,268.44854471219827,-30.870051446069752,6.795857,19.033453,57
OGLE2004BLG040,4044170106772207232,269.5946082898491,-30.777158191867517,,20.198498,74
OGLE2004BLG041,4044142653382057472,270.50058186458654,-30.651077997965107,,19.664206,54
OGLE2004BLG043,4050245664495590016,270.31204864581565,-29.795265003014535,9.011161,18.660185,50
OGLE2004BLG045,Not Detected,266.8062364871728,-36.401186835775775,3.1509318,18.029833,Insufficient matches
OGLE2004BLG047,4050343654277198976,271.57425784909503,-29.28131467582659,,19.31135,52
OGLE2004BLG048,4062666293419292672,269.1682810532471,-28.09099918322077,5.292548,19.551434,68
OGLE2004BLG049,4062515046047094656,270.6166963486092,-28.22794496758827,10.863829,19.019882,51
OGLE2004BLG050,4063111050022472192,270.5280136474951,-27.634433115898933,10.481766,17.05148,51
OGLE2004BLG051,4050985219356286592,272.7273649357277,-27.40957904596475,8.825929,17.721302,56
OGLE2004BLG052,4062950963698243968,272.10958542277046,-27.90133324264764,3.579745,18.456432,48
OGLE2004BLG053,4063307892646891520,270.92855562790993,-26.810769124223885,,20.075727,62
OGLE2004BLG055,4063281744984105856,271.8187231450088,-26.59571676906655,1.6737176,18.313665,54
OGLE2004BLG056,4041874871955771776,267.17457889061575,-33.560862868329565,10.2073145,19.935818,57
OGLE2004BLG057,4041976027168116608,267.26258429406727,-32.938748977863135,9.357677,18.843735,62
OGLE2004BLG058,4043443638878548096,268.19434170241533,-32.821335731898,12.878906,19.13001,63
OGLE2004BLG060,4056190547729009024,268.6499045651163,-30.128919582798062,4.0883856,17.38147,62
OGLE2004BLG062,4056386952330343296,268.3986363539417,-29.93600890833554,10.083582,17.278273,61
OGLE2004BLG063,4056536412828442496,268.7640844252584,-29.265008429875977,7.073129,18.031479,44
OGLE2004BLG064,4057230651340406016,267.61868325678523,-29.266468649837236,11.175581,19.346838,42
OGLE2004BLG065,4062550470900859008,269.05253944527124,-29.016741610695714,,20.69134,57
OGLE2004BLG068,4064789725093851392,272.3449823728223,-26.347282762750478,,19.852913,65
OGLE2004BLG069,4056310158383735936,269.51372627892783,-29.754296989778833,,19.663519,75
OGLE2004BLG070,4056511094118673536,268.5230792069782,-29.386393319121606,,19.98008,54
OGLE2004BLG071,4050446355526613120,272.7300447401527,-29.641525924174804,10.80166,18.814613,51
OGLE2004BLG072,4050498345997324288,272.5719873234778,-29.484526523638866,10.339204,18.584816,58
OGLE2004BLG074,4062802293457471104,269.9810214139572,-27.5312094598996,3.5524917,17.773512,47
OGLE2004BLG075,4040641357527375104,268.17296868202783,-35.43431701598573,2.8718884,18.931046,75
OGLE2004BLG076,4064521276712867584,272.5883497557222,-26.96139921671071,,20.247416,50
OGLE2004BLG077,4056254907835671808,269.4455898884508,-29.94902122181804,4.399343,16.464361,49
OGLE2004BLG080,4062411206609038848,270.3984150204363,-28.94470848608468,5.558909,19.131195,56
OGLE2004BLG081,4062941961644057216,271.4185800592477,-27.574288421390307,,18.309448,58
OGLE2004BLG083,4056240270584274432,269.7828975873957,-30.105330847555408,3.5207396,17.103271,61
OGLE2004BLG084,4041323127680748288,266.3116147433269,-34.971667521068966,,20.557442,72
OGLE2004BLG086,4062290676908388992,270.3209013759813,-29.346074640776102,5.254945,18.834068,46
OGLE2004BLG087,4055668451495031680,268.2870143093409,-31.616671939066062,,21.010223,57
OGLE2004BLG089,4043667355156554368,268.60647203616224,-31.54375896440862,6.5829983,17.949816,43
OGLE2004BLG090,4068947223354631680,266.9179990946054,-22.60596795839045,,20.213186,60
OGLE2004BLG092,4056389735472068992,268.1136537043492,-30.047740950976713,2.904931,18.865229,62
OGLE2004BLG093,4056391998932913536,268.11972897239616,-30.01645797655685,4.860057,18.045668,67
OGLE2004BLG094,4056332801467786624,269.1819548401856,-29.483048413250806,,19.785946,75
OGLE2004BLG095,4062477280512077056,270.1724055556683,-28.69364067830496,,19.022367,47
OGLE2004BLG096,4064512235870299520,272.88104682338627,-26.97895950075654,15.742855,19.595686,63
OGLE2004BLG097,4116995567992048512,266.51582619988585,-22.54659357418938,6.5192814,17.68827,54
OGLE2004BLG099,4041750764745042176,267.0634628098624,-34.11453593643181,,20.029787,71
OGLE2004BLG101,4044117536486851712,269.7824468721831,-30.922194620419667,,20.39138,67
OGLE2004BLG104,4041848556671881088,267.15569728443234,-33.90137896021311,,20.347763,43
OGLE2004BLG107,4062753086129597824,269.7556203604487,-27.97652713177786,4.214718,19.226208,52
OGLE2004BLG109,4068340529269130368,266.173400906067,-24.092930968283127,7.964304,19.652447,66
OGLE2004BLG110,4062759309348083456,269.54927642529844,-28.010406906507367,12.181662,18.421566,47
OGLE2004BLG111,4041888753409636608,267.63410102532356,-33.52907435023493,3.7962983,18.711761,49
OGLE2004BLG116,4056513941651724416,268.93565115602087,-29.504410266639663,4.8550496,19.445852,46
OGLE2004BLG117,4062330809103122176,269.7129057293797,-29.337512161216644,,19.026918,51
OGLE2004BLG121,4041580550714449024,267.6291113528007,-34.65187938509396,0.58100116,18.010677,58
OGLE2004BLG123,4068375541707993600,265.433265205359,-24.12667434544041,5.639188,15.952597,42
OGLE2004BLG126,4043897148822749440,270.49346990514726,-31.321973295432496,5.1222296,17.726725,58
OGLE2004BLG128,4050369943657749504,271.2391789393386,-29.30251594702034,8.6306095,17.704157,54
OGLE2004BLG132,4063128470417111808,271.021670617133,-27.48598970691817,6.001538,17.396599,48
OGLE2004BLG133,4056193571342350720,268.62669053454096,-30.10872254444737,8.229069,16.241398,53
OGLE2004BLG134,4043581524495282560,269.12332764422837,-31.92254720931163,1.8566401,16.97322,62
OGLE2004BLG135,4056448108340888320,267.88588821693986,-29.810650726462892,11.117879,17.116135,67
OGLE2004BLG136,4049992841214906368,271.19784426792114,-30.279719379733024,,20.166311,43
OGLE2004BLG138,4062565756664805504,269.7550565817862,-28.867144419602923,7.137722,16.18647,59
OGLE2004BLG141,4062885547079731328,271.008231099891,-28.107949474965608,,19.211197,54
OGLE2004BLG142,4063358676463716480,271.2819055091833,-26.28158661491137,3.7668335,19.819288,60
OGLE2004BLG144,4068328434666845568,265.8508174335063,-24.13211564527153,1.8098882,20.2468,67
OGLE2004BLG145,4043720269124349440,270.5659852170512,-32.045216188281955,0.6844769,19.696327,53
OGLE2004BLG146,4050370111352489088,271.2617852728377,-29.277741679673955,,19.165127,59
OGLE2004BLG147,4064871054631083008,271.73206601143323,-25.94298823006245,5.5220213,20.117895,55
OGLE2004BLG148,4064943691100868224,272.56362202691383,-25.625590757775317,1.4839957,19.165234,52
OGLE2004BLG149,4062885547079731328,271.008231099891,-28.107949474965608,,19.211197,57
OGLE2004BLG151,4043564237267181440,268.91475549316607,-32.40788359867474,4.541785,19.399822,48
OGLE2004BLG152,4050766455030895232,272.35143567798923,-28.55311672843321,4.8321896,17.113167,49
OGLE2004BLG154,4062888879975161856,271.0599774894545,-27.978686295777283,12.881674,15.531174,56
OGLE2004BLG155,4061327637858000384,264.11682825982683,-27.04302080966826,7.3243775,18.327227,53
OGLE2004BLG156,4053813888952101504,266.01892340522437,-33.92781473502002,8.241665,20.107454,61
OGLE2004BLG157,4041633258626137216,267.459819650487,-34.47260058651626,7.0284686,19.525677,60
