name,SOURCE_ID,ra,dec,pm,phot_g_mean_mag,match
OGLE2009BLG001,4056364304926745856,267.8668207698099,-30.198843310832302,7.262326,19.519476,59
OGLE2009BLG002,4056441442547540992,267.8888310622353,-29.984853443482525,11.7107115,17.841791,65
OGLE2009BLG003,4056284590320619904,268.7021760717171,-30.077491316873626,7.4591846,16.482061,56
OGLE2009BLG004,4056481883955902848,268.53896255561403,-29.835103997531565,8.314273,17.182217,60
OGLE2009BLG005,4056482880395317632,268.5178330730184,-29.77891797919408,10.237778,17.804317,58
OGLE2009BLG008,4056282837944983552,269.1059450145919,-29.88537093649746,,17.008791,66
OGLE2009BLG010,4062267449713885056,269.97851515440396,-29.641216773940048,,18.688677,71
OGLE2009BLG011,4062327132647860352,269.78314084763844,-29.42961978420749,8.587057,18.966312,65
OGLE2009BLG012,4062281227975872256,269.93596492087846,-29.405674316180484,5.628322,18.170834,67
OGLE2009BLG014,4056064417436881024,268.7265312504633,-31.132325087420217,6.4455466,17.126514,54
OGLE2009BLG016,4055953431155270912,267.47768087437225,-30.90992040902415,6.3958864,18.175978,41
OGLE2009BLG017,4044175844850406016,269.78187498563153,-30.733222160308564,,19.192003,68
OGLE2009BLG018,4044189760603365120,269.64197561441983,-30.60327749398113,2.214332,17.469572,84
OGLE2009BLG019,4056572696900839424,268.0282674065819,-29.21744224690684,7.7981706,17.653145,64
OGLE2009BLG020,4050356367410860160,271.0874655219272,-29.519194287711947,12.060033,16.2629,47
OGLE2009BLG021,4062537482853681920,269.44062535872933,-29.098632142022634,1.3560594,16.841553,73
OGLE2009BLG022,4062544831691810816,269.43647958748335,-28.91538657620877,3.0995128,17.772894,50
OGLE2009BLG023,4062476902555072640,270.15578068943336,-28.70044105394257,2.9164507,18.145693,50
OGLE2009BLG024,4062482301233005824,270.1938522961409,-28.592848981115885,7.602132,18.708866,50
OGLE2009BLG025,4062470271031329792,270.58237008210756,-28.63110501298872,7.983478,15.949905,60
OGLE2009BLG026,4062591423519553024,269.5965338460689,-28.534866406908368,,19.964563,43
OGLE2009BLG027,4063098817948361728,270.7214236901976,-27.687680355681696,2.5859,17.657896,65
OGLE2009BLG028,4063273777805361408,271.66644342576865,-26.708642515996925,1.3458437,18.27736,50
OGLE2009BLG029,4063289922599006336,271.56724989038975,-26.608291960003307,,19.153332,54
OGLE2009BLG030,4063346410024141568,271.59779251963806,-26.41955578340835,8.351429,18.266232,52
OGLE2009BLG031,4062324517058651648,269.7097888423551,-29.41379352093334,,19.222519,77
OGLE2009BLG032,4062285553221904640,270.3988696283152,-29.48736963804215,10.255371,18.948832,43
OGLE2009BLG033,4041710086923867904,266.6719998016509,-34.6191984590717,5.566409,17.417358,65
OGLE2009BLG034,4043126013137574016,268.4320388071547,-33.907577600238064,,18.921982,48
OGLE2009BLG035,4043204632492449792,268.21085914814887,-33.42624797477654,,18.674232,56
OGLE2009BLG036,4043362373928140160,269.5486706724731,-32.52460763738793,6.635095,19.28155,51
OGLE2009BLG037,4043334817468020608,269.12812939472064,-32.67310076189278,6.1888165,18.296246,62
OGLE2009BLG038,4044070910280230784,269.3304088907801,-31.061261379004968,7.997625,19.102365,62
OGLE2009BLG039,4050212090729246208,271.04111794676857,-29.765308248903587,,19.081802,41
OGLE2009BLG040,4050348090854855168,271.8629206550701,-29.198473870717958,5.145357,18.958149,56
OGLE2009BLG041,4050388326126827264,271.12259637492417,-29.043510255337395,2.4140108,18.177223,56
OGLE2009BLG042,4062517206322703104,270.44527749564406,-28.23607982479355,8.20402,16.140385,52
OGLE2009BLG043,4062474948209797248,270.47419924938924,-28.526100464457752,5.995576,17.366518,54
OGLE2009BLG044,4050973713001395200,272.7049909408826,-27.61925426593254,1.6983205,15.42653,55
OGLE2009BLG046,4043521154472806656,267.8402370163434,-32.38004868570106,8.368261,18.793964,49
OGLE2009BLG047,4043587224092988160,268.6756189860112,-32.09218814591632,,20.066416,57
OGLE2009BLG048,4044054280107160704,268.84528664020354,-31.153079800355968,10.213183,17.614922,58
OGLE2009BLG049,4044190413438643584,269.62876857071547,-30.56882886171117,,20.092989,74
OGLE2009BLG050,4050366851283547136,271.27984335625996,-29.31084689382423,,19.44763,60
OGLE2009BLG051,4062401968046352128,270.73427783054296,-28.999976584869636,8.119138,18.800852,54
OGLE2009BLG052,4056313555711931136,269.57526472447256,-29.612432339558016,,18.952065,61
OGLE2009BLG053,4056167080080231168,268.58948752929035,-30.437155587652477,6.835982,19.212523,51
OGLE2009BLG054,4044143370607945600,270.5731536926416,-30.571842756117906,5.4492483,17.353884,58
OGLE2009BLG055,4050359910610249984,271.0172038822208,-29.47666174875719,6.505283,16.965391,61
OGLE2009BLG056,4064577691216811648,272.46519369021127,-26.637770316095317,7.2691154,17.13722,66
OGLE2009BLG057,4064804224917771136,271.85361138390175,-26.215995499278318,8.030253,18.595556,45
OGLE2009BLG058,4041502824811603968,266.89514187892985,-34.92831766396222,6.006776,19.07551,56
OGLE2009BLG059,4041555464098139264,267.0495296983514,-34.41213639967308,6.987014,,54
OGLE2009BLG060,4063944269370968064,269.98697730059564,-26.978832014263386,7.373803,19.690687,49
OGLE2009BLG061,4041323501248352000,266.37126791753826,-35.002422044641165,,19.791475,71
OGLE2009BLG062,4056538685014007680,268.93275724560397,-29.242779533685624,,19.921816,65
OGLE2009BLG063,4043341659127896832,268.64490100431277,-32.74752817766919,10.783042,17.562296,66
OGLE2009BLG065,4050276622634843008,270.6766575165567,-29.578068012604493,4.948304,16.78989,36
OGLE2009BLG067,4062816617137312256,271.41604583332463,-28.415081281586993,,19.387556,57
OGLE2009BLG069,4044042975750472960,268.8933503305746,-31.345294214168305,,20.108318,60
OGLE2009BLG070,4056358223324039680,267.59581625348767,-30.380757084654725,9.058178,18.530466,55
OGLE2009BLG072,4043594508315227264,269.02284615327767,-31.876680960184427,8.117483,17.097986,54
OGLE2009BLG073,4062334756099823104,269.81063798462503,-29.158540656305547,7.7812676,14.609347,54
OGLE2009BLG074,4062745629899449344,269.5784725673044,-28.087107201510726,8.613517,17.932905,49
OGLE2009BLG075,4062695499104857216,270.0070320118656,-28.267921834247424,5.4698796,19.382977,52
OGLE2009BLG078,4056491474636126592,268.68542319738447,-29.644807850454512,3.7378879,18.560347,70
OGLE2009BLG079,4043496857936953600,268.02798278043696,-32.590323828164,4.0335793,18.467047,64
OGLE2009BLG080,4056211816547921280,269.46269022610375,-30.250430813881067,,19.699705,70
OGLE2009BLG081,4050234871361997696,270.2511362009985,-29.999244920219695,,19.537136,64
OGLE2009BLG085,4062480166522156288,270.104938938831,-28.675573985665096,8.625893,16.709759,49
OGLE2009BLG086,4056377636554204800,268.16000293874544,-30.09925334441603,7.854627,19.115046,60
OGLE2009BLG087,4043313106221837696,269.7229144674684,-32.5651878518064,9.639632,18.657356,68
OGLE2009BLG089,4056136847734180224,268.55106182692253,-30.661427204652554,7.537187,17.677477,66
OGLE2009BLG090,4062576927844964224,269.74774657244507,-28.680030897320115,,19.148617,47
OGLE2009BLG091,4056521535135350400,269.148288856196,-29.388038818179016,20.183678,18.949884,61
OGLE2009BLG092,4056469514422025216,267.90820750902077,-29.5454523865501,6.598731,18.627052,63
OGLE2009BLG093,4056437048795546240,267.45637270960447,-29.901548471688624,8.746486,20.242064,62
OGLE2009BLG094,4056406704831306624,267.5538649058745,-30.283477467733167,4.601754,19.248495,49
OGLE2009BLG096,4041672665055617408,267.8894390236749,-33.90968040461535,,20.166662,64
OGLE2009BLG097,4055702192791315328,268.2690135401219,-31.081695787353116,4.543089,18.83517,59
OGLE2009BLG098,4062466147951837056,270.29799438965705,-28.68981231296715,5.0294604,16.658838,50
OGLE2009BLG099,4050408181709050240,271.262743769339,-29.059140608903355,6.1333175,16.90018,59
OGLE2009BLG100,4062596272453932160,269.5566046364832,-28.418770436751437,6.411245,14.881007,58
OGLE2009BLG101,4062702577099259776,269.9930034706992,-28.051611925179223,6.1400104,16.97305,57
OGLE2009BLG102,4062308264763489664,270.15505502969046,-29.18053998745398,4.3724494,17.392727,42
