name,SOURCE_ID,ra,dec,pm,phot_g_mean_mag,match
OGLE2003BLG001,4056441893523051904,267.8934142630469,-29.936314624567498,,20.374239,59
OGLE2003BLG002,4056503672349112704,268.64180245761963,-29.575855423687322,,18.934881,53
OGLE2003BLG004,4056290603369837440,268.7890344390422,-29.91276238532475,5.83312,18.97048,74
OGLE2003BLG005,4056218349014719232,268.98380353103977,-30.3611904519733,16.036293,18.41424,47
OGLE2003BLG006,4041495506175531264,266.86477664716915,-35.05583343278278,8.516784,18.601976,47
OGLE2003BLG007,4041511968752466304,266.6030693667997,-34.89583492036579,4.753863,19.597279,47
OGLE2003BLG008,4040812060831572992,268.2305601177845,-34.86314214459841,,18.776712,62
OGLE2003BLG009,4041636969478811648,267.50388635118645,-34.30384461412248,9.882109,19.3533,72
OGLE2003BLG010,4041935761767247744,266.6491268457188,-33.419698947561066,1.1223412,18.797127,32
OGLE2003BLG011,4053852367533185152,266.15973328236686,-33.517864093013735,5.4163756,18.095432,46
OGLE2003BLG012,4043199336796338688,267.98296141497667,-33.54132280626792,7.5217843,19.370413,55
OGLE2003BLG013,4043246306529489920,268.5504805215698,-32.88815880225796,,19.996693,59
OGLE2003BLG014,4043286610619233280,269.7217819682766,-32.93837906598348,,20.257576,60
OGLE2003BLG015,4043278780785267200,269.2809494238589,-32.98440122608774,,19.14615,64
OGLE2003BLG016,4042832649779677312,270.75065610224163,-33.232423763755456,2.0567741,18.705833,57
OGLE2003BLG017,4042775131509868416,271.69511747795866,-32.82047853842416,,20.280497,51
OGLE2003BLG018,4042682360326259968,271.41668623360516,-32.936016531547544,6.907678,18.173964,73
OGLE2003BLG019,4042738950727968768,272.31526314132776,-32.841695131044105,4.451621,20.016726,40
OGLE2003BLG020,4042757608080279808,271.91527823234117,-32.98356622341056,,20.403122,45
OGLE2003BLG021,4043562454786177792,268.66750427573265,-32.19131277535949,1.7712151,19.26619,65
OGLE2003BLG022,4043544037960370176,268.6808219667733,-32.380890351562435,10.696348,16.589123,64
OGLE2003BLG023,4043308776948674304,269.4843868576221,-32.63957547475403,,20.140467,67
OGLE2003BLG024,4043360900636625664,269.2233754514613,-32.529411657375434,3.9460084,19.142725,58
OGLE2003BLG025,4043713053641135232,270.35127524521613,-32.14080356446705,8.708155,17.817007,69
OGLE2003BLG026,4043037090133615872,271.0714423270346,-32.35525913476314,6.1535335,19.314978,60
OGLE2003BLG027,4045737804300598272,273.1139070369241,-32.71682985916175,4.239879,18.800056,55
OGLE2003BLG028,4043611554919979392,268.451451673632,-32.08019372404783,6.620659,18.923874,54
