name,SOURCE_ID,ra,dec,pm,phot_g_mean_mag,match
OGLE2008BLG001,4056309398032773504,269.30784861218024,-29.679841552272407,6.7735853,17.45159,74
OGLE2008BLG002,4056271847195662464,268.83578810645145,-30.149189636379383,7.0405188,17.99821,60
OGLE2008BLG003,4062278887244643840,269.88286678800245,-29.493182955199604,4.1550727,19.327637,41
OGLE2008BLG004,4062338982485790592,269.54447720441584,-29.264935885681407,4.353307,18.064056,52
OGLE2008BLG005,4056264150608709248,269.67953484155856,-29.75404034873828,2.089654,16.061481,63
OGLE2008BLG006,4041496330808850816,266.84212039523777,-35.02868423732063,,19.805164,56
OGLE2008BLG007,4041715923881173760,266.6400246580169,-34.481868929504905,5.5327253,16.776663,59
OGLE2008BLG008,4041758602940980480,266.6784009953803,-34.206646339024864,,20.188509,33
OGLE2008BLG009,4041654145091872512,267.3377255616898,-34.15898776427509,6.65245,19.832497,49
OGLE2008BLG010,4043485038030576640,267.55935977961474,-32.74058173179893,3.4834685,17.915401,62
OGLE2008BLG012,4043666702266195584,268.4535393387257,-31.54609685929165,2.4313924,17.757498,57
OGLE2008BLG013,4056077199264203648,268.3941985541131,-31.020111124061167,1.1333728,17.550297,58
OGLE2008BLG014,4056602937678833920,268.5476023118885,-28.95727791354456,7.252575,17.02418,67
OGLE2008BLG015,4062436220470505600,271.1560746615894,-28.665089563878027,,19.280666,62
OGLE2008BLG016,4062700932187748992,269.9591458962813,-28.09295899486027,,19.249321,66
OGLE2008BLG019,4056292978389745408,268.9885104366925,-29.88136738716479,3.9985008,17.210184,60
OGLE2008BLG020,4041494445278264064,266.73404546308217,-35.0927975950273,2.6959448,17.08478,45
OGLE2008BLG021,4044026444458005120,268.9246398993935,-31.56734525750844,5.7756352,19.25442,61
OGLE2008BLG022,4055697798992246144,268.36823717159024,-31.168943811042997,,18.755238,42
OGLE2008BLG023,4056157188705919488,268.1146026451245,-30.480604955567994,6.6092186,18.836552,21
OGLE2008BLG026,4062472126458146432,270.4815560105067,-28.628451690719082,4.615264,18.343748,41
OGLE2008BLG027,4062782807267584896,269.9458019286994,-27.68088099364402,,20.114422,64
OGLE2008BLG028,4062766318831484928,269.6371283177285,-27.88467239777489,,19.092142,57
OGLE2008BLG029,4056407430743547136,267.4857757862876,-30.27644786924259,6.3462615,18.069834,46
OGLE2008BLG030,4062301049440276096,270.12275318886964,-29.39674075014531,4.463813,17.779495,56
OGLE2008BLG032,4056238621312572928,269.66656090095,-30.06136718820127,3.2205503,18.691216,65
OGLE2008BLG033,4062842494306427264,271.34925530089714,-28.06952506615667,11.209208,18.278982,54
OGLE2008BLG035,4056256694542777600,269.4743070117566,-29.838435089257946,7.459065,17.705633,58
OGLE2008BLG036,4056244320916752256,269.80712462514913,-29.985308028599118,1.800197,17.598444,58
OGLE2008BLG037,4062462578700218112,270.2711094496393,-28.84605598430175,9.529412,18.60634,56
OGLE2008BLG040,4063069474714067072,272.23816073652085,-26.98690717009286,,19.671654,52
OGLE2008BLG042,4043521944745774464,267.8832500066801,-32.30299955747016,3.99234,18.21931,59
OGLE2008BLG043,4055959993864401536,267.8200142478876,-30.745811707254227,4.8437386,17.867558,65
OGLE2008BLG046,4056178285655014144,268.49771552566295,-30.438016550169433,9.812009,18.619444,66
OGLE2008BLG047,4049935464711657856,271.16831373236585,-30.858078110431,3.8866465,18.85345,60
OGLE2008BLG049,4050193746903885568,271.1276536063097,-29.965528467909834,7.409248,18.277725,54
OGLE2008BLG050,4062602624707210880,269.0193159485437,-28.784770995104758,,19.793837,66
OGLE2008BLG051,4062835618162369920,271.1816321836207,-28.171284610283152,3.2938488,17.396898,55
OGLE2008BLG052,4050818196648527872,272.0332823362597,-28.42024380043687,7.6701694,19.137796,55
OGLE2008BLG058,4062767005992226432,269.5964062993855,-27.891471254024037,5.800226,19.467918,60
OGLE2008BLG059,4064620335870421632,273.06000668073114,-26.19200013113375,,19.856195,55
OGLE2008BLG060,4041780004859845248,266.3188044295318,-34.3083387101324,,20.009579,61
OGLE2008BLG061,4049952060519484800,270.86767697278975,-30.71225739392806,,20.08075,56
OGLE2008BLG063,4044201747895247104,269.89833066483305,-30.588046747713463,16.402863,19.413471,74
OGLE2008BLG065,4057217289718163200,267.5595741645745,-29.533446213417708,15.376773,19.835901,58
OGLE2008BLG066,4056601047823545344,268.4008188447977,-29.053946438430767,,19.241617,65
OGLE2008BLG067,4062536349041062016,269.2402883719922,-29.06555257959159,,20.200968,59
OGLE2008BLG068,4062979830251211776,272.27064575085893,-27.46044216405527,,17.16343,50
OGLE2008BLG072,4049902513757992320,271.71220808481445,-30.8629620143626,2.4998786,19.172972,41
OGLE2008BLG073,4050303316058426752,271.1955287882379,-29.720663321536048,,19.300863,59
OGLE2008BLG078,4041519527921418112,266.7843790736466,-34.78133171679637,,19.882027,55
OGLE2008BLG081,4062507551503972608,270.7498901622024,-28.297981957463485,9.167617,16.843252,55
OGLE2008BLG082,4062522807252335744,270.8319133215555,-28.09266406592956,9.218995,18.268261,49
OGLE2008BLG084,4063045281284495744,271.62049764136117,-27.232782591979344,2.2619765,17.54183,51
OGLE2008BLG085,4064870848470531072,271.7193060979614,-25.97071843004028,10.057287,18.877676,49
OGLE2008BLG088,4041476165841706624,267.26063599979545,-34.95816826534058,,19.85975,60
OGLE2008BLG089,4055662301089179008,267.9317788517172,-31.552988143204775,8.749332,19.474983,35
OGLE2008BLG091,4056435090287151232,267.64891150355317,-29.85691706202485,,19.922453,47
OGLE2008BLG092,4041521241650517248,266.8727326101896,-34.72653291630091,4.509718,15.118284,60
OGLE2008BLG093,4044207833835810432,270.17165623433203,-30.393645653796714,5.9803934,19.561049,65
OGLE2008BLG094,4049935460481673856,271.1685717721661,-30.85806192055001,,19.300047,61
OGLE2008BLG095,4062480377051778688,270.0968407795483,-28.66241391810893,10.138906,18.174604,53
OGLE2008BLG096,4063554084450730880,269.61303674614277,-27.4335687147742,2.0835059,18.227074,54
OGLE2008BLG098,4050327234484301824,271.74721475384683,-29.394351582539556,,18.936241,55
OGLE2008BLG102,4050304591409125888,271.35586045105464,-29.673697562368314,,19.242296,56
OGLE2008BLG103,4062598158042279936,269.65544087843006,-28.369051430475057,9.516869,17.704735,46
OGLE2008BLG106,4050174913689485568,270.6828440982121,-30.18410486019025,9.113665,18.861313,50
OGLE2008BLG107,4056479345582374656,268.6880680189101,-29.83634501210275,,19.12514,56
OGLE2008BLG111,4050162032852167680,270.588867081203,-30.41080196116457,0.9405186,18.58844,54
OGLE2008BLG112,4056553833336418688,268.2581038354534,-29.427304927368652,3.587906,19.27888,47
OGLE2008BLG113,4062709796948997632,270.2344008105665,-28.146551222215844,,19.43751,56
OGLE2008BLG114,4062826718930723456,271.54223606362433,-28.196948617216787,12.031002,17.07566,56
OGLE2008BLG116,4063297520281169792,271.8337007657053,-26.421415732920224,,19.61224,51
OGLE2008BLG117,4063284188768059520,271.8748050619656,-26.50166554081246,2.1316934,15.975315,57
OGLE2008BLG118,4062331565017444608,269.70052002669627,-29.340105123745087,,19.303162,53
