name,SOURCE_ID,ra,dec,pm,phot_g_mean_mag,match
OGLE2013BLG0004,4062621114488351616,268.67728480329276,-28.663992792306765,9.268472,19.225048,56
OGLE2013BLG0005,4056610187525259392,268.5420337828547,-28.851469251357074,5.1932116,18.071302,64
OGLE2013BLG0006,4057357443164067840,268.19628257725986,-28.89054479690616,,20.093044,75
OGLE2013BLG0008,4057386442771452288,268.29246667424127,-28.428380826929953,10.735495,18.083895,68
OGLE2013BLG0010,4056288511675979392,268.73972407700995,-29.973711871128664,5.931487,18.71462,54
OGLE2013BLG0011,4056496800400087040,268.48179377509484,-29.693114967412022,,19.561209,46
OGLE2013BLG0013,4056436185457791232,267.60882686900084,-29.816000933499836,7.2581377,17.279758,42
OGLE2013BLG0014,4056558609394644992,268.5443553222253,-29.33779953572715,4.3167167,18.180058,65
OGLE2013BLG0015,4056558849912397952,268.5466032056437,-29.313239771723513,,19.654799,63
OGLE2013BLG0016,4041662288361693696,267.5288433029783,-33.98285668166822,,19.74779,74
OGLE2013BLG0017,4041869516171351680,267.33267141315866,-33.667609907779344,8.601932,17.269686,57
OGLE2013BLG0020,4041954277384664448,267.35835200969973,-33.31519970515687,11.326373,20.199913,61
OGLE2013BLG0021,4043411134553314944,267.58773536836514,-33.18745408284528,1.6211809,19.01136,57
OGLE2013BLG0022,4041957816348444288,267.4336867186246,-33.13848196718999,7.031633,18.052147,55
OGLE2013BLG0024,4062645991012492800,269.50688804064606,-28.323992571508725,7.8535686,18.423061,56
OGLE2013BLG0025,4062647159284771840,269.37726211790135,-28.35073043344265,,19.92444,69
OGLE2013BLG0027,4062651862348323200,269.1044893455725,-28.40438772048381,6.9727244,18.292803,60
OGLE2013BLG0028,4062628192599862656,269.04430546932116,-28.470173007629008,2.9013052,18.596107,52
OGLE2013BLG0029,4062629738790238080,268.88169690442123,-28.492102154067666,6.018145,15.80753,67
OGLE2013BLG0030,4062744495991261312,269.60397961759816,-28.130045320439528,6.418682,16.874924,42
OGLE2013BLG0031,4062779714883701376,269.97686768157297,-27.790331649656135,3.6159902,17.98922,48
OGLE2013BLG0032,4062770781385801344,269.6129941092899,-27.816537963187066,5.694472,18.637268,42
OGLE2013BLG0033,4063517491388478848,269.4116113764832,-27.750754636107217,,19.90689,62
OGLE2013BLG0034,4063494710880456192,268.8171054355848,-27.513786529405326,,20.688808,24
OGLE2013BLG0036,4056297960608126976,268.8639351859166,-29.81515623114936,10.90546,17.249844,51
OGLE2013BLG0038,4062336474249501056,269.4711391575208,-29.38405476356819,1.0598224,18.674002,60
OGLE2013BLG0040,4062357437850697856,269.95089782736943,-29.16237641795489,8.338704,14.874553,61
OGLE2013BLG0042,4056528754899827328,269.0844874293537,-29.21030372313493,8.445089,18.438017,49
OGLE2013BLG0044,4056596198918644992,268.7010261430633,-28.975191164361696,3.2240493,18.991898,54
OGLE2013BLG0045,4056589704935842688,268.6164889646981,-29.055609578262494,4.7574196,18.770288,63
OGLE2013BLG0046,4062383654407215744,269.9232871271905,-28.813773604365743,12.013398,18.13271,53
OGLE2013BLG0047,4062571322899670912,269.6059257672863,-28.731211301030058,10.1454525,17.40148,72
OGLE2013BLG0048,4056110180372271616,268.9211023878951,-30.674894541077908,10.519673,17.643705,56
OGLE2013BLG0049,4056160487243016832,268.59777422542976,-30.615126801960947,7.872788,19.55536,27
OGLE2013BLG0050,4056245321464055296,269.76462114351,-29.96323843036328,,20.07192,74
OGLE2013BLG0053,4043960959182072832,269.4211332411595,-31.846485214177928,10.058302,18.672997,65
OGLE2013BLG0054,4043964154481238528,269.5568174238258,-31.655539790471163,,20.300629,59
OGLE2013BLG0056,4044074586775137280,269.1308926961051,-31.147086185051197,5.7817707,17.989954,56
OGLE2013BLG0057,4044055036073422080,269.0140435524394,-31.13250237387859,7.934021,18.001467,62
OGLE2013BLG0058,4043174670840271744,268.8506728087669,-33.268003942757474,4.95684,19.374706,56
OGLE2013BLG0059,4043321863675089792,269.00027539686306,-32.93313692006007,5.0738,19.124094,56
OGLE2013BLG0060,4062724880937116032,270.28261035363397,-27.96259967431542,7.439707,18.276833,67
OGLE2013BLG0061,4063130218414754560,271.1031327581017,-27.42647778898901,4.4834948,14.671811,62
OGLE2013BLG0062,4063107953391163392,270.8684117986996,-27.531383859656025,6.4337893,16.736023,50
